id,listing_url,name,experiences_offered,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people
30818767,https://www.airbnb.com/rooms/30818767,Magnificent Medical 1BR Apt Seaport With Pool&Gym!,none,163251048,Jen,2017/12/19,US,,within a day,78%,N/A,f,Mission Hill,114,114,"Boston, MA, United States",South Boston,South Boston Waterfront,,Boston,MA,2210,Boston,"Boston, MA",US,United States,42.35089,-71.04278,t,Serviced apartment,Entire home/apt,3,1,1,1,Real Bed,$299.00,,,$0.00,$100.00,1,$0.00
30843058,https://www.airbnb.com/rooms/30843058,"Stunning Fort Point Studio w/Washer + Dryer, near Seaport by Blueground",none,107434423,Blueground,2016/12/16,"New York, New York, United States","Blueground is changing the way the world experiences furnished living.

We take perfectly located apartments and turn them into beautifully-designed and thoughtfully-equipped homes available for stays of 30 days or longer. 

Each Blueground property comes with modern furniture, premium linens, high-speed WiFi, and everything else you need to get up and running from day one.

All backed by our dedicated, on-the-ground support team, Blueground makes finding a new place to call home frictionless. Show up and start living with Blueground today.

Founded in 2013, Blueground is currently present in nine cities around the world and has a portfolio of more than 1500 premium properties... and growing. ",within an hour,98%,N/A,f,Cambridge,855,855,"Boston, MA, United States",South Boston,South Boston Waterfront,,Boston,MA,MA 02210,Boston,"Boston, MA",US,United States,42.34792,-71.05008,f,Apartment,Entire home/apt,2,1,0,1,Real Bed,$172.00,,,,$150.00,1,$0.00
30851033,https://www.airbnb.com/rooms/30851033,Spacious + Bright 1BR in Theater District w/ Gym by Blueground,none,107434423,Blueground,2016/12/16,"New York, New York, United States","Blueground is changing the way the world experiences furnished living.

We take perfectly located apartments and turn them into beautifully-designed and thoughtfully-equipped homes available for stays of 30 days or longer. 

Each Blueground property comes with modern furniture, premium linens, high-speed WiFi, and everything else you need to get up and running from day one.

All backed by our dedicated, on-the-ground support team, Blueground makes finding a new place to call home frictionless. Show up and start living with Blueground today.

Founded in 2013, Blueground is currently present in nine cities around the world and has a portfolio of more than 1500 premium properties... and growing. ",within an hour,98%,N/A,f,Cambridge,855,855,"Boston, MA, United States",Chinatown,Downtown,,Boston,MA,MA 02116,Boston,"Boston, MA",US,United States,42.35086,-71.06321,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,$217.00,,,,$150.00,1,$0.00
30858812,https://www.airbnb.com/rooms/30858812,Private Apt 1 block to Public Transportation In JP,none,211715498,Cathy,2018/8/25,"Boston, Massachusetts, United States","I have lived in Jamaica Plain for over 20 years. I am a freelance artist and educator. I love spending with my husband, friends and family. ",within an hour,100%,N/A,f,,0,0,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.29203,-71.11376,f,Apartment,Entire home/apt,5,1,2,2,Real Bed,$175.00,,,$0.00,$25.00,2,$10.00
30882721,https://www.airbnb.com/rooms/30882721,Cozy Penthouse 2 bedroom in the heart of the city,none,230807294,Robert,2018/12/15,"Boston, Massachusetts, United States","Hello, 

My name is Robert Brown and I am the owner of BR Home Improvement Contractors. I have been a contractor for the last decade and I enjoy what I do. The KID IS GOOD LOL! Im usually working everyday, there always a project. I enjoy spending my free time partying and hanging out with Family. In the summer time you can catch me on the grill :) ",within an hour,100%,N/A,f,Roxbury,1,1,"Boston, MA, United States",Roxbury,Roxbury,,Boston,MA,2119,Boston,"Boston, MA",US,United States,42.32409,-71.07737,t,Condominium,Entire home/apt,5,1,2,3,Real Bed,$90.00,,,$200.00,$60.00,5,$10.00
30883122,https://www.airbnb.com/rooms/30883122,Spacious studio in Downtown Boston,none,230810545,Andres,2018/12/15,US,,within an hour,100%,N/A,f,West End,1,1,"Boston, MA, United States",West End,West End,,Boston,MA,2114,Boston,"Boston, MA",US,United States,42.3648,-71.06919,t,Apartment,Entire home/apt,4,1,0,2,Real Bed,$190.00,,,$150.00,$150.00,1,$30.00
30901654,https://www.airbnb.com/rooms/30901654,"★ Modern Clean Room by Airport, 15 min Downtown ★",none,1407005,Izzy,2011/11/14,"Boston, Massachusetts, United States","I am from Boston, and love to travel and meet new people and learn about new cultures.  I would describe myself as very easy going and open minded. I have been to many places around the world and used airbnb for many of my stays. It was such a great experience meeting different people from different countries and cultures who open up their doors to you and are so warm and welcoming, that I got inspired to do it myself.  Hope I can be as gracious of a host as many airbnb'ers were to me and make your stay here in Boston very relaxing and  enjoyable!",within an hour,95%,N/A,f,East Boston,6,6,"Boston, MA, United States",East Boston,East Boston,,Boston,MA,2128,Boston,"Boston, MA",US,United States,42.37661,-71.03468,t,House,Private room,2,1.5,1,1,Real Bed,$98.00,,,$0.00,$10.00,1,$0.00
30903486,https://www.airbnb.com/rooms/30903486,Modern & Cozy | 1 min to Subway + 12 min Downtown,none,39266840,Maria & Kevin,2015/7/22,"Boston, Massachusetts, United States","Welcome to our Home!  We are here to provide and facilitate in any way so that we ensure you have the Best stay in Boston! Rent the entire apartment or individual rooms that have been carefully decorated so that you feel right at home! Our goal is to promote Happiness, Comfort and Joy. Not only are we here to provide you with a place to stay but we are also here to provide guidance in any way we can to ensure our guest have a memorable and fun stay In Boston. We go above and beyond to ensure our guests are satisfied.

Something about us; I am a system analyst my wife is a relationship manager. We have 2 children, love to travel and entertain guest, family and friends. During our travels we have always enjoyed meeting new people, sharing travel ideas and places to visit.

If you are visiting family, one of the many colleges in the area or simply getting away for a few days we would love to host you.",within an hour,100%,N/A,t,Dorchester,9,9,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2122,Boston,"Boston, MA",US,United States,42.30089,-71.06099,f,Apartment,Private room,2,2,1,1,Real Bed,$65.00,,,,$40.00,1,$20.00
30904238,https://www.airbnb.com/rooms/30904238,Boston Back Bay Brand New Condo Sleeps 8,none,191211190,Daniel,2018/5/23,"Sharon, Massachusetts, United States","Born and raised in Boston. Love my City, my Patriots and my Celtics. Avid Airbnb user throughout the world. ",within an hour,100%,N/A,f,South End,1,1,"Boston, MA, United States",South End,South End,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.34588,-71.07396,t,Condominium,Entire home/apt,8,1,2,4,Real Bed,$299.00,,,$0.00,$135.00,5,$25.00
30908944,https://www.airbnb.com/rooms/30908944,Bright & Cozy | 1 min to Subway + 12 min Downtown,none,39266840,Maria & Kevin,2015/7/22,"Boston, Massachusetts, United States","Welcome to our Home!  We are here to provide and facilitate in any way so that we ensure you have the Best stay in Boston! Rent the entire apartment or individual rooms that have been carefully decorated so that you feel right at home! Our goal is to promote Happiness, Comfort and Joy. Not only are we here to provide you with a place to stay but we are also here to provide guidance in any way we can to ensure our guest have a memorable and fun stay In Boston. We go above and beyond to ensure our guests are satisfied.

Something about us; I am a system analyst my wife is a relationship manager. We have 2 children, love to travel and entertain guest, family and friends. During our travels we have always enjoyed meeting new people, sharing travel ideas and places to visit.

If you are visiting family, one of the many colleges in the area or simply getting away for a few days we would love to host you.",within an hour,100%,N/A,t,Dorchester,9,9,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2122,Boston,"Boston, MA",US,United States,42.30066,-71.06286,f,Apartment,Private room,2,2,1,1,Real Bed,$78.00,,,,$40.00,1,$20.00
30909022,https://www.airbnb.com/rooms/30909022,Luxury King| 1 min to Subway + 12 min Downtown,none,39266840,Maria & Kevin,2015/7/22,"Boston, Massachusetts, United States","Welcome to our Home!  We are here to provide and facilitate in any way so that we ensure you have the Best stay in Boston! Rent the entire apartment or individual rooms that have been carefully decorated so that you feel right at home! Our goal is to promote Happiness, Comfort and Joy. Not only are we here to provide you with a place to stay but we are also here to provide guidance in any way we can to ensure our guest have a memorable and fun stay In Boston. We go above and beyond to ensure our guests are satisfied.

Something about us; I am a system analyst my wife is a relationship manager. We have 2 children, love to travel and entertain guest, family and friends. During our travels we have always enjoyed meeting new people, sharing travel ideas and places to visit.

If you are visiting family, one of the many colleges in the area or simply getting away for a few days we would love to host you.",within an hour,100%,N/A,t,Dorchester,9,9,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2122,Boston,"Boston, MA",US,United States,42.30016,-71.06116,f,Apartment,Private room,2,2,1,1,Real Bed,$90.00,,,,$45.00,1,$20.00
30909276,https://www.airbnb.com/rooms/30909276,Queen Lux Cozy | 1 min to Subway + 12 min Downtown,none,39266840,Maria & Kevin,2015/7/22,"Boston, Massachusetts, United States","Welcome to our Home!  We are here to provide and facilitate in any way so that we ensure you have the Best stay in Boston! Rent the entire apartment or individual rooms that have been carefully decorated so that you feel right at home! Our goal is to promote Happiness, Comfort and Joy. Not only are we here to provide you with a place to stay but we are also here to provide guidance in any way we can to ensure our guest have a memorable and fun stay In Boston. We go above and beyond to ensure our guests are satisfied.

Something about us; I am a system analyst my wife is a relationship manager. We have 2 children, love to travel and entertain guest, family and friends. During our travels we have always enjoyed meeting new people, sharing travel ideas and places to visit.

If you are visiting family, one of the many colleges in the area or simply getting away for a few days we would love to host you.",within an hour,100%,N/A,t,Dorchester,9,9,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2122,Boston,"Boston, MA",US,United States,42.30012,-71.06102,f,Apartment,Private room,2,2,1,1,Real Bed,$84.00,,,,$40.00,1,$20.00
30923653,https://www.airbnb.com/rooms/30923653,Room for Rent in Allston near Green Line T Stop,none,224719575,Kristian,2018/11/7,"Boston, Massachusetts, United States","KRISTIAN KOTOV 
Manager @ NextGen Realty
Sales, Leasing, Management
Call: (Phone number hidden by Airbnb) ",N/A,N/A,N/A,f,Allston-Brighton,1,1,"Boston, MA, United States",Allston-Brighton,Allston,,Boston,MA,2134,Boston,"Boston, MA",US,United States,42.35434,-71.12821,t,House,Private room,4,1,1,2,Real Bed,$60.00,,,,,1,$0.00
30929175,https://www.airbnb.com/rooms/30929175,Luxury Back Bay Downtown Boston NEW CONDO,none,218473728,Tommy,2018/10/2,"Boston, Massachusetts, United States",Love the Patriots and Celtics. Love traveling with my family. Love meeting new people throughout the world on this platform!,within an hour,100%,N/A,t,South End,1,1,"Boston, MA, United States",South End,South End,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.34605,-71.07443,t,Serviced apartment,Entire home/apt,8,1,2,4,Real Bed,$299.00,,,$0.00,$135.00,5,$25.00
30931211,https://www.airbnb.com/rooms/30931211,Magnificent Seaport Medical  2BR Apt,none,163251048,Jen,2017/12/19,US,,within a day,78%,N/A,f,Mission Hill,114,114,"Boston, MA, United States",South Boston,South Boston Waterfront,,Boston,MA,2210,Boston,"Boston, MA",US,United States,42.35249,-71.04216,t,Serviced apartment,Entire home/apt,5,1,2,2,Real Bed,$399.00,,,$0.00,$100.00,1,$0.00
30931837,https://www.airbnb.com/rooms/30931837,Magnificent Medical 1BR Seaport Apt at Boston,none,163251048,Jen,2017/12/19,US,,within a day,78%,N/A,f,Mission Hill,114,114,"Boston, MA, United States",South Boston,South Boston Waterfront,,Boston,MA,2210,Boston,"Boston, MA",US,United States,42.35085,-71.04361,t,Serviced apartment,Entire home/apt,5,1,1,1,Real Bed,$399.00,,,$0.00,$100.00,1,$0.00
30955485,https://www.airbnb.com/rooms/30955485,Luxury apt in the heart of Boston,none,183422988,Lauren,2018/4/9,"Randolph, New Jersey, United States",,within a few hours,100%,N/A,t,Chinatown,1,1,"Boston, MA, United States",Downtown,Chinatown,,Boston,MA,2111,Boston,"Boston, MA",US,United States,42.34869,-71.06048,t,Apartment,Private room,1,1,1,1,Real Bed,$150.00,,,$0.00,$75.00,1,$50.00
30957268,https://www.airbnb.com/rooms/30957268,Cozy One Bed / Balcony / Pool / Parking / Brighton,none,231317338,Shani,2018/12/18,US,,within an hour,100%,N/A,f,Allston-Brighton,2,2,"Boston, MA, United States",Allston-Brighton,Brighton,,Boston,MA,2135,Boston,"Boston, MA",US,United States,42.34564,-71.16889,t,Condominium,Entire home/apt,3,1,1,1,Real Bed,$120.00,,,$0.00,$60.00,1,$0.00
30964172,https://www.airbnb.com/rooms/30964172,Spacious duplex in historic Charlestown w/ parking,none,12538925,Teona,2014/2/24,"New York, New York, United States",Hi there! I am a publicist in Manhattan working mostly with beauty and lifestyle clients. Love to workout (sucker for SoulCycle) and eat food - thats basically why I workout! Love traveling and my favorite place I have been to is Northern Spain. ,N/A,N/A,N/A,f,Nolita,2,2,"Boston, MA, United States",Charlestown,Charlestown,,Boston,MA,2129,Boston,"Boston, MA",US,United States,42.38052,-71.06507,f,Condominium,Entire home/apt,6,1.5,1,1,Real Bed,$146.00,,,$0.00,$200.00,6,$50.00
31012973,https://www.airbnb.com/rooms/31012973,Beautiful 2 bdr apartment in East Boston #1,none,212237835,Jainny,2018/8/28,US,"Hi, I am Jainny, I like traveling, learning, eating good food. I am hosting in my apartment because I travel often on business trips and I'm not home most of the time. ",within an hour,100%,N/A,f,East Boston,5,5,"Boston, MA, United States",East Boston,East Boston,,Boston,MA,2128,Boston,"Boston, MA",US,United States,42.38091,-71.03605,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$110.00,,,$0.00,$110.00,1,$0.00
31012998,https://www.airbnb.com/rooms/31012998,"Trendy South Boston 1BR w/ Gym, W/D + Doorman, near Seaport by Blueground",none,107434423,Blueground,2016/12/16,"New York, New York, United States","Blueground is changing the way the world experiences furnished living.

We take perfectly located apartments and turn them into beautifully-designed and thoughtfully-equipped homes available for stays of 30 days or longer. 

Each Blueground property comes with modern furniture, premium linens, high-speed WiFi, and everything else you need to get up and running from day one.

All backed by our dedicated, on-the-ground support team, Blueground makes finding a new place to call home frictionless. Show up and start living with Blueground today.

Founded in 2013, Blueground is currently present in nine cities around the world and has a portfolio of more than 1500 premium properties... and growing. ",within an hour,98%,N/A,f,Cambridge,855,855,"Boston, MA, United States",South Boston,South Boston Waterfront,,Boston,MA,MA 02210,Boston,"Boston, MA",US,United States,42.34587,-71.0442,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,$223.00,,,,$150.00,1,$0.00
31013793,https://www.airbnb.com/rooms/31013793,Cozy 2bd apt in East Boston,none,212237835,Jainny,2018/8/28,US,"Hi, I am Jainny, I like traveling, learning, eating good food. I am hosting in my apartment because I travel often on business trips and I'm not home most of the time. ",within an hour,100%,N/A,f,East Boston,5,5,"Boston, MA, United States",East Boston,East Boston,,Boston,MA,2128,Boston,"Boston, MA",US,United States,42.38023,-71.03408,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$110.00,,,$0.00,$110.00,1,$0.00
31014488,https://www.airbnb.com/rooms/31014488,Comfortable and attractive living!,none,12150111,A And L,2014/2/11,"Boston, Massachusetts, United States","Our family has appreciated using AirBNB in many different parts of the world,  so we thought it would be nice to make our house available in our city.  We have a comfortable house easily accessible by public transportation -- our guest quarters offer privacy and comfort.   
We are active athletic people that enjoy going places to do something - cycle, ski, play tennis/squash etc.
",within a few hours,100%,N/A,t,Jamaica Plain,3,3,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.31314,-71.11774,t,Guest suite,Entire home/apt,3,1.5,1,3,Real Bed,$200.00,,,,,1,$0.00
31029365,https://www.airbnb.com/rooms/31029365,"Urban FiDi 1BR, w/ Gym, Doorman + W/D, near South Sta. by Blueground",none,107434423,Blueground,2016/12/16,"New York, New York, United States","Blueground is changing the way the world experiences furnished living.

We take perfectly located apartments and turn them into beautifully-designed and thoughtfully-equipped homes available for stays of 30 days or longer. 

Each Blueground property comes with modern furniture, premium linens, high-speed WiFi, and everything else you need to get up and running from day one.

All backed by our dedicated, on-the-ground support team, Blueground makes finding a new place to call home frictionless. Show up and start living with Blueground today.

Founded in 2013, Blueground is currently present in nine cities around the world and has a portfolio of more than 1500 premium properties... and growing. ",within an hour,98%,N/A,f,Cambridge,855,855,"Boston, MA, United States",Financial District,Downtown,,Boston,MA,MA 02210,Boston,"Boston, MA",US,United States,42.35477,-71.05212,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,$217.00,,,,$150.00,1,$0.00
31035918,https://www.airbnb.com/rooms/31035918,Comfy room 15-min from Downtown Boston,none,36636191,Sophie,2015/6/24,"Boston, Massachusetts, United States","I love food, dogs, nature & yoga. I love Airbnb- couldn't travel without it!! When I travel I like to only have 1-2 things in mind and mostly plan the trip as I go. 

I'm new to hosting but love helping people get to see Boston without spending too much money!!",within a few hours,75%,N/A,t,Jamaica Plain,1,1,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.32368,-71.10518,t,House,Private room,3,1,1,2,Real Bed,$51.00,,,,,1,$0.00
31037655,https://www.airbnb.com/rooms/31037655,Cozy 1 bedroom apt in East Boston,none,212237835,Jainny,2018/8/28,US,"Hi, I am Jainny, I like traveling, learning, eating good food. I am hosting in my apartment because I travel often on business trips and I'm not home most of the time. ",within an hour,100%,N/A,f,East Boston,5,5,"Boston, MA, United States",East Boston,East Boston,,Boston,MA,2128,Boston,"Boston, MA",US,United States,42.38094,-71.03503,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$89.00,,,$0.00,$100.00,1,$0.00
31039035,https://www.airbnb.com/rooms/31039035,Basement room,none,27871799,Althea,2015/2/17,"Boston, Massachusetts, United States","Gentle , Caring, Responsible, Sociable and
Love to travel",within an hour,100%,N/A,f,Dorchester,6,6,"Boston, MA, United States",Dorchester,Mattapan,,Boston,MA,2126,Boston,"Boston, MA",US,United States,42.2749,-71.07745,t,Bed and breakfast,Private room,2,1,1,1,Real Bed,$50.00,,,$100.00,$20.00,1,$35.00
31057539,https://www.airbnb.com/rooms/31057539,Beacon Hill Hideaway,none,57565535,Holly,2016/2/5,"Boston, Massachusetts, United States",,within an hour,100%,N/A,t,,1,1,"Boston, MA, United States",Beacon Hill,Beacon Hill,,Boston,MA,2114,Boston,"Boston, MA",US,United States,42.35904,-71.06783,t,Apartment,Entire home/apt,3,1,0,1,Real Bed,$125.00,,,$100.00,$15.00,1,$0.00
31083712,https://www.airbnb.com/rooms/31083712,Three Bedrooms & Two Bathrooms - Brand New!,none,1118374,Scott,2011/9/6,"Boston, Massachusetts, United States","We have fallen in love with New England - we love the history and the variety of things to do and see.

My wife and I are originally from the West so being able to drive one hour and see Plymouth Rock, or Providence, RI has totally changed us.  We love to spend weekends exploring and adventuring with our kids.  We just returned from our biggest family trip yet - Singapore, Thailand, Cambodia, South Korea, and Vietnam for 3.5 months - it was amazing.

We would love to have you stay at our place!",within an hour,100%,N/A,f,North End,46,46,"Boston, MA, United States",South Boston,South Boston,,Boston,MA,2127,Boston,"Boston, MA",US,United States,42.33479,-71.04386,t,Apartment,Entire home/apt,6,2,3,3,Real Bed,$179.00,,,$200.00,$45.00,1,$0.00
31102316,https://www.airbnb.com/rooms/31102316,Spacious MASTERBR in Heart of Boston/Next toSubway,none,170936493,Santiago,2018/1/31,"Houston, Texas, United States",,N/A,N/A,N/A,f,,1,1,"Boston, MA, United States",West End,Downtown,,Boston,MA,2114,Boston,"Boston, MA",US,United States,42.36521,-71.0632,f,Apartment,Private room,2,2,1,1,Real Bed,$120.00,,,,,1,$20.00
31117725,https://www.airbnb.com/rooms/31117725,Lux  1BR in Boston Seaport near Childrens Museum!,none,163251048,Jen,2017/12/19,US,,within a day,78%,N/A,f,Mission Hill,114,114,"Boston, MA, United States",South Boston,South Boston Waterfront,,Boston,MA,2210,Boston,"Boston, MA",US,United States,42.3478,-71.04807,t,Serviced apartment,Entire home/apt,3,1,1,1,Real Bed,$599.00,,,,,1,$0.00
31117970,https://www.airbnb.com/rooms/31117970,Magnificent Fenway Medical 1BR Apt With Art Gym!,none,163251048,Jen,2017/12/19,US,,within a day,78%,N/A,f,Mission Hill,114,114,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.34525,-71.10127,t,Serviced apartment,Entire home/apt,3,1,1,1,Real Bed,$499.00,,,$0.00,$100.00,1,$0.00
31118670,https://www.airbnb.com/rooms/31118670,Fenway Medical 1BR apt Near Boston Child Hospital!,none,163251048,Jen,2017/12/19,US,,within a day,78%,N/A,f,Mission Hill,114,114,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.34336,-71.10129,t,Serviced apartment,Entire home/apt,3,1,1,1,Real Bed,$499.00,,,$0.00,$100.00,1,$0.00
31119256,https://www.airbnb.com/rooms/31119256,Spacious Fenway Medical 1BR Near Boston Child Hosp,none,163251048,Jen,2017/12/19,US,,within a day,78%,N/A,f,Mission Hill,114,114,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.3439,-71.1,t,Serviced apartment,Entire home/apt,3,1,1,1,Real Bed,$499.00,,,$0.00,$100.00,1,$0.00
31119420,https://www.airbnb.com/rooms/31119420,Stunning Medical 1 Br Apt Steps From Fenway Park!,none,163251048,Jen,2017/12/19,US,,within a day,78%,N/A,f,Mission Hill,114,114,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.34509,-71.10193,t,Serviced apartment,Entire home/apt,3,1,1,1,Real Bed,$499.00,,,$0.00,$100.00,1,$0.00
31119820,https://www.airbnb.com/rooms/31119820,Upscale Fenway Medical 1BR Apt Near Dining & Fun!,none,163251048,Jen,2017/12/19,US,,within a day,78%,N/A,f,Mission Hill,114,114,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.34401,-71.10212,t,Serviced apartment,Entire home/apt,3,1,1,1,Real Bed,$499.00,,,$0.00,$100.00,1,$0.00
31120403,https://www.airbnb.com/rooms/31120403,Ultra Lux Medical 1 BR Apt in Heart of Fenway!,none,163251048,Jen,2017/12/19,US,,within a day,78%,N/A,f,Mission Hill,114,114,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.34319,-71.10125,t,Serviced apartment,Entire home/apt,3,1,1,1,Real Bed,$499.00,,,$0.00,$100.00,1,$0.00
31127677,https://www.airbnb.com/rooms/31127677,LUXURIOUS COZY 4,none,216116811,Manuel,2018/9/18,US,,within an hour,100%,N/A,f,Dorchester,6,6,"Dorchester, MA, United States",Dorchester,Dorchester,,Dorchester,MA,2122,Boston,"Dorchester, MA",US,United States,42.30678,-71.07064,t,Guesthouse,Private room,4,1,1,2,Real Bed,$50.00,,,$0.00,$45.00,2,$20.00
31127895,https://www.airbnb.com/rooms/31127895,LUXURIOUS COZY 5,none,216116811,Manuel,2018/9/18,US,,within an hour,100%,N/A,f,Dorchester,6,6,"Dorchester, MA, United States",Dorchester,Dorchester,,Dorchester,MA,2122,Boston,"Dorchester, MA",US,United States,42.30661,-71.06881,t,Apartment,Private room,4,1,1,2,Real Bed,$50.00,,,$0.00,$45.00,2,$20.00
31128042,https://www.airbnb.com/rooms/31128042,Luxurious Cozy 6 with Private Bathroom,none,216116811,Manuel,2018/9/18,US,,within an hour,100%,N/A,f,Dorchester,6,6,"Dorchester, MA, United States",Dorchester,Dorchester,,Dorchester,MA,2122,Boston,"Dorchester, MA",US,United States,42.30679,-71.07016,t,Apartment,Private room,2,1,1,1,Real Bed,$65.00,,,$0.00,$45.00,2,$20.00
31140376,https://www.airbnb.com/rooms/31140376,Spacious  Room  5 min walk to T 10 mins to BC,none,200455160,Mo,2018/7/6,"Boston, Massachusetts, United States",,within a day,67%,N/A,f,,5,5,"Boston, MA, United States",Allston-Brighton,Brighton,,Boston,MA,2135,Boston,"Boston, MA",US,United States,42.34197,-71.15585,f,Apartment,Private room,2,1,1,1,Real Bed,$60.00,,,$0.00,$20.00,1,$20.00
31160308,https://www.airbnb.com/rooms/31160308,Mod Beacon Hill 2BR w/Washer + Dryer close to State House by Blueground,none,107434423,Blueground,2016/12/16,"New York, New York, United States","Blueground is changing the way the world experiences furnished living.

We take perfectly located apartments and turn them into beautifully-designed and thoughtfully-equipped homes available for stays of 30 days or longer. 

Each Blueground property comes with modern furniture, premium linens, high-speed WiFi, and everything else you need to get up and running from day one.

All backed by our dedicated, on-the-ground support team, Blueground makes finding a new place to call home frictionless. Show up and start living with Blueground today.

Founded in 2013, Blueground is currently present in nine cities around the world and has a portfolio of more than 1500 premium properties... and growing. ",within an hour,98%,N/A,f,Cambridge,855,855,"Boston, MA, United States",Beacon Hill,Beacon Hill,,Boston,MA,MA 02114,Boston,"Boston, MA",US,United States,42.35951,-71.06694,f,Apartment,Entire home/apt,4,1,2,2,Real Bed,$219.00,,,,$150.00,2,$0.00
31191233,https://www.airbnb.com/rooms/31191233,Karlie’s Place Mini Suite,none,192503522,Esther,2018/5/30,"Boston, Massachusetts, United States","I love to travel and mingle with the locals. There is nothing like strong coffee, eating Ethiopian and Thai food while listening to good music, like: gospel, classical and country. My best vacation was in Hong Kong. I love the theater, reading novels, John Grisham being one of my favorites. As a host, I think I can add to someone’s vacation by creating an atmosphere that is warm and welcoming. I think it would be a great blessing for someone to lodge in my home. My mantra is for people  to treat others the way they would like to be treated. There will be a day to reap the same.",within an hour,100%,N/A,t,Mattapan,4,4,"Boston, MA, United States",Mattapan,Mattapan,,Boston,MA,2126,Boston,"Boston, MA",US,United States,42.27434,-71.09423,f,House,Private room,2,1,1,0,Real Bed,$80.00,,,,$10.00,2,$30.00
31201221,https://www.airbnb.com/rooms/31201221,1-BR Apt - 18 min walk to Hynes Convention Ctr,none,233306204,R Christopher,2018/12/30,US,,within an hour,100%,N/A,f,Roxbury,3,3,"Boston, MA, United States",Roxbury,Roxbury,,Boston,MA,2120,Boston,"Boston, MA",US,United States,42.33651,-71.08677,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,$225.00,,,,,1,$0.00
31235544,https://www.airbnb.com/rooms/31235544,Modern Apt.  - Downtown Theatre District/Chinatown,none,233660812,Daniel,2019/1/1,US,,a few days or more,0%,N/A,f,Chinatown,1,1,"Boston, MA, United States",Chinatown,Chinatown,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.35135,-71.06168,t,Apartment,Entire home/apt,2,1,1,2,Real Bed,$250.00,,,$500.00,$120.00,1,$100.00
31256451,https://www.airbnb.com/rooms/31256451,Spend Autumn in New England in our Welcoming Home,none,233862991,David,2019/1/2,US,,within an hour,100%,N/A,f,Dorchester,2,2,"Boston, MA, United States",Dorchester,Dorchester,,Boston,MA,2125,Boston,"Boston, MA",US,United States,42.31687,-71.061,t,House,Private room,2,1,1,1,Real Bed,$150.00,,,$0.00,$10.00,1,$0.00
31259705,https://www.airbnb.com/rooms/31259705,"Books, vinyls, plants & sunlight oh my!!!",none,12248031,Christopher,2014/2/15,"Boston, Massachusetts, United States","1/2 of a dynamic duo who loves to travel, just checked Thailand, and Indonesia off the list this past year! Huge fan of live music, delicious food, taco Tuesdays, and epic game nights.  Nerds at heart and can usually be found lounging around or apt watching friends, cooking or reading a good book. 

",within an hour,100%,N/A,t,Allston-Brighton,2,2,"Boston, MA, United States",Allston-Brighton,Brighton,,Boston,MA,2135,Boston,"Boston, MA",US,United States,42.34594,-71.13784,t,Condominium,Private room,2,1,1,1,Real Bed,$100.00,,,$0.00,$25.00,1,$0.00
